Format,Metric,Year,Revenue[$],Units
CD,Value,1997,273000000,0
CD,Value,1998,213000000,0
CD,Value,1999,222000000,0
CD,Value,2000,143000000,0
CD,Value,2001,79000000,0
CD,Value,2002,20000000,0
CD,Value,2003,36000000,0
CD,Value,2004,15000000,0
CD,Value,2005,11000000,0
CD,Value,2006,8000000,0
CD,Value,2007,12000000,0
CD,Value,2008,4000000,0
CD,Value,2009,3000000,0
CD,Value,2010,3000000,0
CD,Value,2011,4000000,0
CD,Value,2012,3000000,0
CD,Value,2013,2000000,0
CD,Value,2014,4000000,0
CD,Value,2015,1000000,0
CD,Value,2016,0,0
CD,Value,2017,1000000,0
CD,Value,2018,0,0
CD,Value,2019,0,0
Cassette,Value,1973,76000000,0
Cassette,Value,1974,87000000,0
Cassette,Value,1975,99000000,0
Cassette,Value,1976,146000000,0
Cassette,Value,1977,250000000,0
Cassette,Value,1978,450000000,0
Cassette,Value,1979,581000000,0
Cassette,Value,1980,705000000,0
Cassette,Value,1981,1063000000,0
Cassette,Value,1982,1385000000,0
Cassette,Value,1983,1811000000,0
Cassette,Value,1984,2384000000,0
Cassette,Value,1985,2412000000,0
Cassette,Value,1986,2500000000,0
Cassette,Value,1987,2960000000,0
Cassette,Value,1988,3385000000,0
Cassette,Value,1989,3346000000,0
Cassette,Value,1990,3472000000,0
Cassette,Value,1991,3020000000,0
Cassette,Value,1992,3116000000,0
Cassette,Value,1993,2916000000,0
Cassette,Value,1994,2976000000,0
Cassette,Value,1995,2304000000,0
Cassette,Value,1996,1905000000,0
Cassette,Value,1997,1523000000,0
Cassette,Value,1998,1420000000,0
Cassette,Value,1999,1062000000,0
Cassette,Value,2000,626000000,0
Cassette,Value,2001,363000000,0
Cassette,Value,2002,210000000,0
Cassette,Value,2003,108000000,0
Cassette,Value,2004,24000000,0
Cassette,Value,2005,13000000,0
Cassette,Value,2006,4000000,0
Cassette,Value,2007,3000000,0
Cassette,Value,2008,1000000,0
Cassette,Value,2009,0,0
Cassette,Value,2010,0,0
Cassette,Value,2011,0,0
Cassette,Value,2012,0,0
Cassette,Value,2013,0,0
Cassette,Value,2014,0,0
Cassette,Value,2015,0,0
Cassette,Value,2016,0,0
Cassette,Value,2017,0,0
Cassette,Value,2018,0,0
Cassette,Value,2019,0,0
Cassette,Value,1973,0,0
Cassette,Value,1974,0,0
Cassette,Value,1975,0,0
Cassette,Value,1976,0,0
Cassette,Value,1977,0,0
Cassette,Value,1978,0,0
Cassette,Value,1979,0,0
Cassette,Value,1980,0,0
Cassette,Value,1981,0,0
Cassette,Value,1982,0,0
Cassette,Value,1983,0,0
Cassette,Value,1984,0,0
Cassette,Value,1985,0,0
Tape,Value,1973,489000000,0
Tape,Value,1974,549000000,0
Tape,Value,1975,583000000,0
Tape,Value,1976,678000000,0
Tape,Value,1977,811000000,0
Tape,Value,1978,948000000,0
Tape,Value,1979,684000000,0
Tape,Value,1980,527000000,0
Tape,Value,1981,313000000,0
Tape,Value,1982,36000000,0
Tape,Value,1983,0,0
Tape,Value,1984,0,0
Tape,Value,1985,0,0
Tape,Value,1986,0,0
Tape,Value,1987,0,0
Tape,Value,1988,0,0
Tape,Value,1989,0,0
Tape,Value,1990,0,0
Tape,Value,1991,0,0
Tape,Value,1992,0,0
Tape,Value,1993,0,0
Tape,Value,1994,0,0
Tape,Value,1995,0,0
Tape,Value,1996,0,0
Tape,Value,1997,0,0
Tape,Value,1998,0,0
Tape,Value,1999,0,0
Tape,Value,2000,0,0
Tape,Value,2001,0,0
Tape,Value,2002,0,0
Tape,Value,2003,0,0
Tape,Value,2004,0,0
Tape,Value,2005,0,0
Tape,Value,2006,0,0
Tape,Value,2007,0,0
Tape,Value,2008,0,0
Tape,Value,2009,0,0
Tape,Value,2010,0,0
Tape,Value,2011,0,0
Tape,Value,2012,0,0
Tape,Value,2013,0,0
Tape,Value,2014,0,0
Tape,Value,2015,0,0
Tape,Value,2016,0,0
Tape,Value,2017,0,0
Tape,Value,2018,0,0
Tape,Value,2019,0,0
Cassette,Value,1986,0,0
Cassette,Value,1987,14000000,0
Cassette,Value,1988,57000000,0
Cassette,Value,1989,195000000,0
Cassette,Value,1990,258000000,0
Cassette,Value,1991,230000000,0
Cassette,Value,1992,299000000,0
Cassette,Value,1993,299000000,0
Cassette,Value,1994,275000000,0
Cassette,Value,1995,236000000,0
Cassette,Value,1996,189000000,0
Cassette,Value,1997,134000000,0
Cassette,Value,1998,94000000,0
Cassette,Value,1999,48000000,0
Cassette,Value,2000,5000000,0
Cassette,Value,2001,-5000000,0
Cassette,Value,2002,-2000000,0
Cassette,Value,2003,0,0
Cassette,Value,2004,0,0
Cassette,Value,2005,0,0
Cassette,Value,2006,0,0
Cassette,Value,2007,0,0
Cassette,Value,2008,0,0
Cassette,Value,2009,0,0
Cassette,Value,2010,0,0
Cassette,Value,2011,0,0
Cassette,Value,2012,0,0
Cassette,Value,2013,0,0
Cassette,Value,2014,0,0
Cassette,Value,2015,0,0
Cassette,Value,2016,0,0
Cassette,Value,2017,0,0
Cassette,Value,2018,0,0
Cassette,Value,2019,0,0
DVD,Value,1973,0,0
DVD,Value,1974,0,0
DVD,Value,1975,0,0
DVD,Value,1976,0,0
DVD,Value,1977,0,0
DVD,Value,1978,0,0
DVD,Value,1979,0,0
DVD,Value,1980,0,0
DVD,Value,1981,0,0
DVD,Value,1982,0,0
DVD,Value,1983,0,0
DVD,Value,1984,0,0
DVD,Value,1985,0,0
DVD,Value,1986,0,0
DVD,Value,1987,0,0
DVD,Value,1988,0,0
DVD,Value,1989,0,0
DVD,Value,1990,0,0
DVD,Value,1991,0,0
DVD,Value,1992,0,0
DVD,Value,1993,0,0
DVD,Value,1994,0,0
DVD,Value,1995,0,0
DVD,Value,1996,0,0
DVD,Value,1997,0,0
DVD,Value,1998,0,0
DVD,Value,1999,0,0
DVD,Value,2000,0,0
DVD,Value,2001,6000000,0
DVD,Value,2002,9000000,0
DVD,Value,2003,8000000,0
DVD,Value,2004,7000000,0
DVD,Value,2005,11000000,0
DVD,Value,2006,2000000,0
DVD,Value,2007,3000000,0
DVD,Value,2008,1000000,0
DVD,Value,2009,2000000,0
DVD,Value,2010,1000000,0
DVD,Value,2011,0,0
DVD,Value,2012,0,0
DVD,Value,2013,0,0
DVD,Value,2014,2000000,0
DVD,Value,2015,5000000,0
DVD,Value,2016,3000000,0
DVD,Value,2017,3000000,0
DVD,Value,2018,3000000,0
DVD,Value,2019,1000000,0
Download,Value,1973,0,0
Download,Value,1974,0,0
Download,Value,1975,0,0
Download,Value,1976,0,0
Download,Value,1977,0,0
Download,Value,1978,0,0
Download,Value,1979,0,0
Download,Value,1980,0,0
Download,Value,1981,0,0
Download,Value,1982,0,0
Download,Value,1983,0,0
Download,Value,1984,0,0
Download,Value,1985,0,0
Download,Value,1986,0,0
Download,Value,1987,0,0
Download,Value,1988,0,0
Download,Value,1989,0,0
Download,Value,1990,0,0
Download,Value,1991,0,0
Download,Value,1992,0,0
Download,Value,1993,0,0
Download,Value,1994,0,0
Download,Value,1995,0,0
Download,Value,1996,0,0
Download,Value,1997,0,0
Download,Value,1998,0,0
Download,Value,1999,0,0
Download,Value,2000,0,0
Download,Value,2001,0,0
Download,Value,2002,0,0
Download,Value,2003,0,0
Download,Value,2004,46000000,0
Download,Value,2005,136000000,0
Download,Value,2006,276000000,0
Download,Value,2007,497000000,0
Download,Value,2008,635000000,0
Download,Value,2009,744000000,0
Download,Value,2010,872000000,0
Download,Value,2011,1071000000,0
Download,Value,2012,1205000000,0
Download,Value,2013,1232000000,0
Download,Value,2014,1118000000,0
Download,Value,2015,1064000000,0
Download,Value,2016,869000000,0
Download,Value,2017,669000000,0
Download,Value,2018,500000000,0
Download,Value,2019,395000000,0
Download,Value,1973,0,0
Download,Value,1974,0,0
Download,Value,1975,0,0
Download,Value,1976,0,0
Download,Value,1977,0,0
Download,Value,1978,0,0
Download,Value,1979,0,0
Download,Value,1980,0,0
Download,Value,1981,0,0
Download,Value,1982,0,0
Download,Value,1983,0,0
Download,Value,1984,0,0
Download,Value,1985,0,0
Download,Value,1986,0,0
Download,Value,1987,0,0
Download,Value,1988,0,0
Download,Value,1989,0,0
Download,Value,1990,0,0
Download,Value,1991,0,0
Download,Value,1992,0,0
Download,Value,1993,0,0
Download,Value,1994,0,0
Download,Value,1995,0,0
Download,Value,1996,0,0
Download,Value,1997,0,0
Download,Value,1998,0,0
Download,Value,1999,0,0
Download,Value,2000,0,0
Download,Value,2001,0,0
Download,Value,2002,0,0
Download,Value,2003,0,0
Download,Value,2004,0,0
Download,Value,2005,4000000,0
Download,Value,2006,20000000,0
Download,Value,2007,28000000,0
Download,Value,2008,41000000,0
Download,Value,2009,41000000,0
Download,Value,2010,37000000,0
Download,Value,2011,32000000,0
Download,Value,2012,21000000,0
Download,Value,2013,17000000,0
Download,Value,2014,14000000,0
Download,Value,2015,6000000,0
Download,Value,2016,4000000,0
Download,Value,2017,3000000,0
Download,Value,2018,2000000,0
Download,Value,2019,2000000,0
Download,Value,1973,0,0
Download,Value,1974,0,0
Download,Value,1975,0,0
Download,Value,1976,0,0
Download,Value,1977,0,0
Download,Value,1978,0,0
Download,Value,1979,0,0
Download,Value,1980,0,0
Download,Value,1981,0,0
Download,Value,1982,0,0
Download,Value,1983,0,0
Download,Value,1984,0,0
Download,Value,1985,0,0
Download,Value,1986,0,0
Download,Value,1987,0,0
Download,Value,1988,0,0
Download,Value,1989,0,0
Download,Value,1990,0,0
Download,Value,1991,0,0
Download,Value,1992,0,0
Download,Value,1993,0,0
Download,Value,1994,0,0
Download,Value,1995,0,0
Download,Value,1996,0,0
Download,Value,1997,0,0
Download,Value,1998,0,0
Download,Value,1999,0,0
Download,Value,2000,0,0
Download,Value,2001,0,0
Download,Value,2002,0,0
Download,Value,2003,0,0
Download,Value,2004,138000000,0
Download,Value,2005,363000000,0
Download,Value,2006,581000000,0
Download,Value,2007,811000000,0
Download,Value,2008,1032000000,0
Download,Value,2009,1172000000,0
Download,Value,2010,1336000000,0
Download,Value,2011,1522000000,0
Download,Value,2012,1645000000,0
Download,Value,2013,1573000000,0
Download,Value,2014,1355000000,0
Download,Value,2015,1185000000,0
Download,Value,2016,900000000,0
Download,Value,2017,679000000,0
Download,Value,2018,490000000,0
Download,Value,2019,415000000,0
Other,Value,1973,0,0
Other,Value,1974,0,0
Other,Value,1975,0,0
Other,Value,1976,0,0
Other,Value,1977,0,0
Other,Value,1978,0,0
Other,Value,1979,0,0
Other,Value,1980,0,0
Other,Value,1981,0,0
Other,Value,1982,0,0
Other,Value,1983,0,0
Other,Value,1984,0,0
Other,Value,1985,0,0
Other,Value,1986,0,0
Other,Value,1987,0,0
Other,Value,1988,0,0
Other,Value,1989,0,0
Other,Value,1990,0,0
Other,Value,1991,0,0
Other,Value,1992,0,0
Other,Value,1993,0,0
Other,Value,1994,0,0
Other,Value,1995,0,0
Other,Value,1996,0,0
Other,Value,1997,0,0
Other,Value,1998,0,0
Other,Value,1999,0,0
Other,Value,2000,0,0
Other,Value,2001,0,0
Other,Value,2002,0,0
Other,Value,2003,0,0
Other,Value,2004,0,0
Other,Value,2005,1000000,0
Other,Value,2006,2000000,0
Other,Value,2007,3000000,0
Other,Value,2008,3000000,0
Other,Value,2009,6000000,0
Other,Value,2010,6000000,0
Other,Value,2011,3000000,0
Other,Value,2012,4000000,0
Other,Value,2013,6000000,0
Other,Value,2014,3000000,0
Other,Value,2015,4000000,0
Other,Value,2016,3000000,0
Other,Value,2017,2000000,0
Other,Value,2018,2000000,0
Other,Value,2019,2000000,0
Vinyl,Value,1973,1246000000,0
Vinyl,Value,1974,1356000000,0
Vinyl,Value,1975,1485000000,0
Vinyl,Value,1976,1663000000,0
Vinyl,Value,1977,2195000000,0
Vinyl,Value,1978,2473000000,0
Vinyl,Value,1979,2057000000,0
Vinyl,Value,1980,2200000000,0
Vinyl,Value,1981,2342000000,0
Vinyl,Value,1982,1925000000,0
Vinyl,Value,1983,1689000000,0
Vinyl,Value,1984,1549000000,0
Vinyl,Value,1985,1281000000,0
Vinyl,Value,1986,983000000,0
Vinyl,Value,1987,793000000,0
Vinyl,Value,1988,532000000,0
Vinyl,Value,1989,220000000,0
Vinyl,Value,1990,87000000,0
Vinyl,Value,1991,29000000,0
Vinyl,Value,1992,14000000,0
Vinyl,Value,1993,11000000,0
Vinyl,Value,1994,18000000,0
Vinyl,Value,1995,25000000,0
Vinyl,Value,1996,37000000,0
Vinyl,Value,1997,33000000,0
Vinyl,Value,1998,34000000,0
Vinyl,Value,1999,32000000,0
Vinyl,Value,2000,28000000,0
Vinyl,Value,2001,27000000,0
Vinyl,Value,2002,21000000,0
Vinyl,Value,2003,22000000,0
Vinyl,Value,2004,19000000,0
Vinyl,Value,2005,14000000,0
Vinyl,Value,2006,16000000,0
Vinyl,Value,2007,23000000,0
Vinyl,Value,2008,57000000,0
Vinyl,Value,2009,64000000,0
Vinyl,Value,2010,89000000,0
Vinyl,Value,2011,119000000,0
Vinyl,Value,2012,161000000,0
Vinyl,Value,2013,211000000,0
Vinyl,Value,2014,244000000,0
Vinyl,Value,2015,333000000,0
Vinyl,Value,2016,355000000,0
Vinyl,Value,2017,389000000,0
Vinyl,Value,2018,419000000,0
Vinyl,Value,2019,498000000,0
Other,Value,1973,0,0
Other,Value,1974,0,0
Other,Value,1975,0,0
Other,Value,1976,0,0
Other,Value,1977,0,0
Other,Value,1978,0,0
Other,Value,1979,0,0
Other,Value,1980,0,0
Other,Value,1981,0,0
Other,Value,1982,0,0
Other,Value,1983,0,0
Other,Value,1984,0,0
Other,Value,1985,0,0
Other,Value,1986,0,0
Other,Value,1987,0,0
Other,Value,1988,0,0
Other,Value,1989,0,0
Other,Value,1990,0,0
Other,Value,1991,0,0
Other,Value,1992,0,0
Other,Value,1993,0,0
Other,Value,1994,0,0
Other,Value,1995,0,0
Other,Value,1996,0,0
Other,Value,1997,0,0
Other,Value,1998,0,0
Other,Value,1999,0,0
Other,Value,2000,0,0
Other,Value,2001,0,0
Other,Value,2002,0,0
Other,Value,2003,0,0
Other,Value,2004,0,0
Other,Value,2005,0,0
Other,Value,2006,0,0
Other,Value,2007,0,0
Other,Value,2008,0,0
Other,Value,2009,0,0
Other,Value,2010,0,0
Other,Value,2011,0,0
Other,Value,2012,0,0
Other,Value,2013,0,0
Other,Value,2014,0,0
Other,Value,2015,0,0
Other,Value,2016,263000000,0
Other,Value,2017,592000000,0
Other,Value,2018,747000000,0
Other,Value,2019,829000000,0
Other,Value,1973,0,0
Other,Value,1974,0,0
Other,Value,1975,0,0
Other,Value,1976,0,0
Other,Value,1977,0,0
Other,Value,1978,0,0
Other,Value,1979,0,0
Other,Value,1980,0,0
Other,Value,1981,0,0
Other,Value,1982,0,0
Other,Value,1983,0,0
Other,Value,1984,0,0
Other,Value,1985,0,0
Other,Value,1986,0,0
Other,Value,1987,0,0
Other,Value,1988,0,0
Other,Value,1989,115000000,0
Other,Value,1990,172000000,0
Other,Value,1991,118000000,0
Other,Value,1992,157000000,0
Other,Value,1993,213000000,0
Other,Value,1994,231000000,0
Other,Value,1995,220000000,0
Other,Value,1996,236000000,0
Other,Value,1997,324000000,0
Other,Value,1998,508000000,0
Other,Value,1999,377000000,0
Other,Value,2000,282000000,0
Other,Value,2001,329000000,0
Other,Value,2002,288000000,0
Other,Value,2003,400000000,0
Other,Value,2004,607000000,0
Other,Value,2005,602000000,0
Other,Value,2006,451000000,0
Other,Value,2007,485000000,0
Other,Value,2008,227000000,0
Other,Value,2009,210000000,0
Other,Value,2010,178000000,0
Other,Value,2011,151000000,0
Other,Value,2012,117000000,0
Other,Value,2013,106000000,0
Other,Value,2014,90000000,0
Other,Value,2015,70000000,0
Other,Value,2016,57000000,0
Other,Value,2017,39000000,0
Other,Value,2018,28000000,0
Other,Value,2019,28000000,0
Streaming,Value,1974,0,0
Streaming,Value,1975,0,0
Streaming,Value,1976,0,0
Streaming,Value,1977,0,0
Streaming,Value,1978,0,0
Streaming,Value,1979,0,0
Streaming,Value,1980,0,0
Streaming,Value,1981,0,0
Streaming,Value,1982,0,0
Streaming,Value,1983,0,0
Streaming,Value,1984,0,0
Streaming,Value,1985,0,0
Streaming,Value,1986,0,0
Streaming,Value,1987,0,0
Streaming,Value,1988,0,0
Streaming,Value,1989,0,0
Streaming,Value,1990,0,0
Streaming,Value,1991,0,0
Streaming,Value,1992,0,0
Streaming,Value,1993,0,0
Streaming,Value,1994,0,0
Streaming,Value,1995,0,0
Streaming,Value,1996,0,0
Streaming,Value,1997,0,0
Streaming,Value,1998,0,0
Streaming,Value,1999,0,0
Streaming,Value,2000,0,0
Streaming,Value,2001,0,0
Streaming,Value,2002,0,0
Streaming,Value,2003,0,0
Streaming,Value,2004,0,0
Streaming,Value,2005,0,0
Streaming,Value,2006,0,0
Streaming,Value,2007,0,0
Streaming,Value,2008,0,0
Streaming,Value,2009,0,0
Streaming,Value,2010,0,0
Streaming,Value,2011,114000000,0
Streaming,Value,2012,171000000,0
Streaming,Value,2013,221000000,0
Streaming,Value,2014,284000000,0
Streaming,Value,2015,372000000,0
Streaming,Value,2016,489000000,0
Streaming,Value,2017,659000000,0
Streaming,Value,2018,760000000,0
Streaming,Value,2019,908000000,0
Streaming,Value,1973,0,0
Streaming,Value,1974,0,0
Streaming,Value,1975,0,0
Streaming,Value,1976,0,0
Streaming,Value,1977,0,0
Streaming,Value,1978,0,0
Streaming,Value,1979,0,0
Streaming,Value,1980,0,0
Streaming,Value,1981,0,0
Streaming,Value,1982,0,0
Streaming,Value,1983,0,0
Streaming,Value,1984,0,0
Streaming,Value,1985,0,0
Streaming,Value,1986,0,0
Streaming,Value,1987,0,0
Streaming,Value,1988,0,0
Streaming,Value,1989,0,0
Streaming,Value,1990,0,0
Streaming,Value,1991,0,0
Streaming,Value,1992,0,0
Streaming,Value,1993,0,0
Streaming,Value,1994,0,0
Streaming,Value,1995,0,0
Streaming,Value,1996,0,0
Streaming,Value,1997,0,0
Streaming,Value,1998,0,0
Streaming,Value,1999,0,0
Streaming,Value,2000,0,0
Streaming,Value,2001,0,0
Streaming,Value,2002,0,0
Streaming,Value,2003,0,0
Streaming,Value,2004,0,0
Streaming,Value,2005,0,0
Streaming,Value,2006,0,0
Streaming,Value,2007,0,0
Streaming,Value,2008,0,0
Streaming,Value,2009,0,0
Streaming,Value,2010,0,0
Streaming,Value,2011,0,0
Streaming,Value,2012,0,0
Streaming,Value,2013,0,0
Streaming,Value,2014,0,0
Streaming,Value,2015,0,0
Streaming,Value,2016,81000000,0
Streaming,Value,2017,262000000,0
Streaming,Value,2018,251000000,0
Streaming,Value,2019,251000000,0
Download,Value,1973,0,0
Download,Value,1974,0,0
Download,Value,1975,0,0
Download,Value,1976,0,0
Download,Value,1977,0,0
Download,Value,1978,0,0
Download,Value,1979,0,0
Download,Value,1980,0,0
Download,Value,1981,0,0
Download,Value,1982,0,0
Download,Value,1983,0,0
Download,Value,1984,0,0
Download,Value,1985,0,0
Download,Value,1986,0,0
Download,Value,1987,0,0
Download,Value,1988,0,0
Download,Value,1989,0,0
Download,Value,1990,0,0
Download,Value,1991,0,0
Download,Value,1992,0,0
Download,Value,1993,0,0
Download,Value,1994,0,0
Download,Value,1995,0,0
Download,Value,1996,0,0
Download,Value,1997,0,0
Download,Value,1998,0,0
Download,Value,1999,0,0
Download,Value,2000,0,0
Download,Value,2001,0,0
Download,Value,2002,0,0
Download,Value,2003,0,0
Download,Value,2004,0,0
Download,Value,2005,0,0
Download,Value,2006,0,0
Download,Value,2007,0,0
Download,Value,2008,0,0
Download,Value,2009,0,0
Download,Value,2010,0,0
Download,Value,2011,0,0
Download,Value,2012,0,0
Download,Value,2013,0,0
Download,Value,2014,0,0
Download,Value,2015,0,0
Download,Value,2016,17000000,0
Download,Value,2017,17000000,0
Download,Value,2018,20000000,0
Download,Value,2019,22000000,0
Tape,Value,1973,16000000,0
Tape,Value,1974,13000000,0
Tape,Value,1975,10000000,0
Tape,Value,1976,5000000,0
Tape,Value,1977,0,0
Tape,Value,1978,0,0
Tape,Value,1979,0,0
Tape,Value,1980,0,0
Tape,Value,1981,0,0
Tape,Value,1982,0,0
Tape,Value,1983,0,0
Tape,Value,1984,0,0
Tape,Value,1985,0,0
Tape,Value,1986,0,0
Tape,Value,1987,0,0
Tape,Value,1988,0,0
Tape,Value,1989,0,0
Tape,Value,1990,0,0
Tape,Value,1991,0,0
Tape,Value,1992,0,0
Tape,Value,1993,0,0
Tape,Value,1994,0,0
Tape,Value,1995,0,0
Tape,Value,1996,0,0
Tape,Value,1997,0,0
Tape,Value,1998,0,0
Tape,Value,1999,0,0
Tape,Value,2000,0,0
Tape,Value,2001,0,0
Tape,Value,2002,0,0
Tape,Value,2003,0,0
Tape,Value,2004,0,0
Tape,Value,2005,0,0
Tape,Value,2006,0,0
Tape,Value,2007,0,0
Tape,Value,2008,0,0
Tape,Value,2009,0,0
Tape,Value,2010,0,0
Tape,Value,2011,0,0
Tape,Value,2012,0,0
Tape,Value,2013,0,0
Tape,Value,2014,0,0
Tape,Value,2015,0,0
Tape,Value,2016,0,0
Tape,Value,2017,0,0
Tape,Value,2018,0,0
Tape,Value,2019,0,0
Streaming,Value,1973,0,0
Streaming,Value,1974,0,0
Streaming,Value,1975,0,0
Streaming,Value,1976,0,0
Streaming,Value,1977,0,0
Streaming,Value,1978,0,0
Streaming,Value,1979,0,0
Streaming,Value,1980,0,0
Streaming,Value,1981,0,0
Streaming,Value,1982,0,0
Streaming,Value,1983,0,0
Streaming,Value,1984,0,0
Streaming,Value,1985,0,0
Streaming,Value,1986,0,0
Streaming,Value,1987,0,0
Streaming,Value,1988,0,0
Streaming,Value,1989,0,0
Streaming,Value,1990,0,0
Streaming,Value,1991,0,0
Streaming,Value,1992,0,0
Streaming,Value,1993,0,0
Streaming,Value,1994,0,0
Streaming,Value,1995,0,0
Streaming,Value,1996,0,0
Streaming,Value,1997,0,0
Streaming,Value,1998,0,0
Streaming,Value,1999,0,0
Streaming,Value,2000,0,0
Streaming,Value,2001,0,0
Streaming,Value,2002,0,0
Streaming,Value,2003,0,0
Streaming,Value,2004,0,0
Streaming,Value,2005,149000000,0
Streaming,Value,2006,206000000,0
Streaming,Value,2007,234000000,0
Streaming,Value,2008,221000000,0
Streaming,Value,2009,206000000,0
Streaming,Value,2010,212000000,0
Streaming,Value,2011,248000000,0
Streaming,Value,2012,400000000,0
Streaming,Value,2013,643000000,0
Streaming,Value,2014,770000000,0
Streaming,Value,2015,1157000000,0
Streaming,Value,2016,2244000000,0
Streaming,Value,2017,3501000000,0
Streaming,Value,2018,4656000000,0
Streaming,Value,2019,5934000000,0
Other,Value,1973,0,0
Other,Value,1974,0,0
Other,Value,1975,0,0
Other,Value,1976,0,0
Other,Value,1977,0,0
Other,Value,1978,0,0
Other,Value,1979,0,0
Other,Value,1980,0,0
Other,Value,1981,0,0
Other,Value,1982,0,0
Other,Value,1983,0,0
Other,Value,1984,0,0
Other,Value,1985,0,0
Other,Value,1986,0,0
Other,Value,1987,0,0
Other,Value,1988,0,0
Other,Value,1989,0,0
Other,Value,1990,0,0
Other,Value,1991,0,0
Other,Value,1992,0,0
Other,Value,1993,0,0
Other,Value,1994,0,0
Other,Value,1995,0,0
Other,Value,1996,0,0
Other,Value,1997,0,0
Other,Value,1998,0,0
Other,Value,1999,0,0
Other,Value,2000,0,0
Other,Value,2001,0,0
Other,Value,2002,0,0
Other,Value,2003,0,0
Other,Value,2004,0,0
Other,Value,2005,422000000,0
Other,Value,2006,774000000,0
Other,Value,2007,1056000000,0
Other,Value,2008,977000000,0
Other,Value,2009,703000000,0
Other,Value,2010,448000000,0
Other,Value,2011,276000000,0
Other,Value,2012,146000000,0
Other,Value,2013,98000000,0
Other,Value,2014,66000000,0
Other,Value,2015,55000000,0
Other,Value,2016,56000000,0
Other,Value,2017,36000000,0
Other,Value,2018,25000000,0
Other,Value,2019,21000000,0
CD,Value,1973,0,0
CD,Value,1974,0,0
CD,Value,1975,0,0
CD,Value,1976,0,0
CD,Value,1977,0,0
CD,Value,1978,0,0
CD,Value,1979,0,0
CD,Value,1980,0,0
CD,Value,1981,0,0
CD,Value,1982,0,0
CD,Value,1983,0,0
CD,Value,1984,0,0
CD,Value,1985,0,0
CD,Value,1986,0,0
CD,Value,1987,0,0
CD,Value,1988,0,0
CD,Value,1989,0,0
CD,Value,1990,0,0
CD,Value,1991,0,0
CD,Value,1992,0,0
CD,Value,1993,0,0
CD,Value,1994,0,0
CD,Value,1995,0,0
CD,Value,1996,0,0
CD,Value,1997,0,0
CD,Value,1998,0,0
CD,Value,1999,0,0
CD,Value,2000,0,0
CD,Value,2001,0,0
CD,Value,2002,0,0
CD,Value,2003,26000000,0
CD,Value,2004,17000000,0
CD,Value,2005,10000000,0
CD,Value,2006,6000000,0
CD,Value,2007,4000000,0
CD,Value,2008,3000000,0
CD,Value,2009,2000000,0
CD,Value,2010,2000000,0
CD,Value,2011,2000000,0
CD,Value,2012,1000000,0
CD,Value,2013,1000000,0
CD,Value,2014,1000000,0
CD,Value,2015,1000000,0
CD,Value,2016,1000000,0
CD,Value,2017,1000000,0
CD,Value,2018,1000000,0
CD,Value,2019,0,0
Streaming,Value,1973,0,0
Streaming,Value,1974,0,0
Streaming,Value,1975,0,0
Streaming,Value,1976,0,0
Streaming,Value,1977,0,0
Streaming,Value,1978,0,0
Streaming,Value,1979,0,0
Streaming,Value,1980,0,0
Streaming,Value,1981,0,0
Streaming,Value,1982,0,0
Streaming,Value,1983,0,0
Streaming,Value,1984,0,0
Streaming,Value,1985,0,0
Streaming,Value,1986,0,0
Streaming,Value,1987,0,0
Streaming,Value,1988,0,0
Streaming,Value,1989,0,0
Streaming,Value,1990,0,0
Streaming,Value,1991,0,0
Streaming,Value,1992,0,0
Streaming,Value,1993,0,0
Streaming,Value,1994,0,0
Streaming,Value,1995,0,0
Streaming,Value,1996,0,0
Streaming,Value,1997,0,0
Streaming,Value,1998,0,0
Streaming,Value,1999,0,0
Streaming,Value,2000,0,0
Streaming,Value,2001,0,0
Streaming,Value,2002,0,0
Streaming,Value,2003,0,0
Streaming,Value,2004,7000000,0
Streaming,Value,2005,20000000,0
Streaming,Value,2006,33000000,0
